id,origin_user,origin,destination,flight_type,travel_date,overall_rating,review_text
330,Desconocido,Seville,Santiago de Compostela,Domestic,febrero de 2025,1,"No recomiendo Vueling en absoluto. Si buscas un vuelo sin complicaciones y con respeto al tiempo y dinero de los pasajeros, busca otras opciones. Esta compañía demuestra una falta total de profesionalidad y compromiso con sus clientes. No volveré a volar con ellos. Nos cambian horas del vuelo a falta de horas para hacer los 15 días para coger el vuelo y por lo tanto no tener la obligación de reclamar quejas de sus clientes y ningún tipo de indemnizaciones, pésimo miramiento por sus clientes. NO COMPREIS VUELOS CON ESTA COMPAÑÍA."
331,Desconocido,Fuerteventura,Santiago de Compostela,Domestic,febrero de 2025,1,"la web de resrvas es una autentica basura, es increible que funcione tan mal, se bloquea cada por tres, al mitad de las ocasiones tienes que intentar varias veces para poder hacer una reserva, su principal herramienta de venta y un completo desastre, increible."
332,Desconocido,Barcelona,Ibiza,Domestic,agosto de 2024,1,"Me indican que hay demora en el vuelo a causa de no estar la tripulación. Finalmente, después de casi 4 horas esperando en el aeropuerto, me cancelan el vuelo por la noche y alegan que es a causa del clima. Me dan un vuelo 2 días después, con lo cual perdí 2 noches de estancia en Formentera + Ferry (hacía 6 meses que tenía todo reservado). No me quieren devolver nada de las pernoctaciones pagadas y no disfrutadas porque dicen que no pagan costes en destino, cuando la causa de que no haya podido disfrutar de los servicios pagados es debido a que ellos me cancelaron el vuelo a última hora y me dieron una alternativa días más tarde. He contactado con ellos en varias ocasiones y te dan respuestas estandarizadas, es decir, no se leen las reclamaciones, te contestan a través de 1 una especie de chatbot. Decidí interponer una queja a través de la oficina del consumidor y me contestaron alegando lo mismo. Volví a realizar otra queja, con pruebas fehacientes de que el vuelo no se canceló debido al clima, ya que, salieron hasta 6 vuelos posteriores al mío, con el mismo punto de partida y destino. Doy datos de todos los vuelos (5 de ellos de la compañía vueling), y ya ni siquiera me respondieron. Evidentemente, no aconsejo volar con esta compañía, donde alegan condiciones meteorológicas adversas para poder cancelar vuelos sin indemnizaciones, ni pago de gastos en destino, los cuales son causados por su mala praxis y no debido a factores externos."
333,Desconocido,Florence,Madrid,Europe,enero de 2025,5,"Excelente servicio, nos sentimos como en un vuelo de lujo. Lo más importante y lo que no encuentras en otras companias low cost : HAY MUCHO ESPACIO PARA LAS PIERNAS. Mi chico que tiene una discapacidad física fue atendido genial y yo como su acompañante también. El vuelo sin problemas y el aterrizaje muy leve. Repetiremos sin duda!"
334,Desconocido,Malaga,Barcelona,Domestic,diciembre de 2024,1,"Saque pasajes el 5/12 para nuestra familia de Malaga a Barcelona. Dado que somos familia numerosa especial, tilde la casilla de descuento para flia numerosa especial residente, sin saber que ese ""residente"" solo hace referencia a Islas Baleares. Nada del sistema te detiene a que verifiques si sos de Islas Baleares, uno lo tiene que saber me dicen. El dia del vuelo, 28/12, nos presentamos en el aeropuerto y nos dicen que debemos pagar la tarifa normal del dia de la fecha pues estaba mal hecha la reserva. Yo complete todos los datos en el sitio web de Vueling para comprar los billetes, desde NIE, domicilio, direccion postal y numero de familia numerosa especial. En ningún lado saltó que estaba mal hecha la opción ... que conveniente para la aerolinea que despues no te deja abordar si no adquieres el billete del día del vuelo que, obviamente, es el triple de caro-. Muy mal el sistema, la gestión, la gente del call center que jamas te lo advierten. y muy mal la aerolinea que nos envio a una señora para echarnos del aeropuerto si no nos decidiamos qué hacer .... con los niños ahi!. Nunca más Vueling, siempre encuentran que es lo mejor para ellos y no para el viajero."
335,Desconocido,Seville,Tenerife,Domestic,enero de 2025,1,"Para denunciar. Viajé con mi familia de ida 5 personas, sin problema, avión y asientos incómodos y lo típico pero llegamos. Pero 2 días después a la vuelta, tuvieron averbooking y viajó de vuelta mi familia y me dejaron a mi, un domingo sin maleta ya que se facturó con mi familia y un domingo que no podía comprar nada todo cerrado y sin medicación. Encima tenían otro vuelo posterior y también con overbooking ya lo sabían horas antes y no avisaron o buscaron alternativas. Me tuve que quedar en un hotel alejado y en una zona sin servicios ni tiendas cercanas y el vuelo único disponible más de 12 horas después salía. Alas 6 de la mañana teniendo que ir a las 5 al aeropuerto. Perdí citas y tuve que reorganizar todo al día siguiente por culpa de esto, en el hotel solo me incluía agua en la cena y una botella. No pude comprar ropa debido a la distancia y al ser domingo todo cerrado. Todo esto lo hablé con el personal. Y habían muchas más personas que viajaban solas y no consultaron si alguien deseaba hacer el cambio por si a otra persona le compensa, a mí me obligaron y en el avión avían más que se hubieran quedado por lo que me dijo mi familia. Un desastre de aerolínea, debería. Pagar el triple por estos casos para que no lo hagan. . Como es posible que vendan más billetes que asientos, hagan checkin o no, es ilógico. Igual que separar a una familia que de ida fuimos todos y de vuelta no todo en la misma reserva. Voy a reclamar a todas las entidades posibles daños y perjuicios, por el estrés, nervios y problemas que me hicieron pasar por no hacer ellos las cosas bien"
336,Desconocido,Paris,Tenerife,Europe,enero de 2025,1,Excesivamente estricto y mal educado el azafato que revisa la documentación. Me hizo pagar 60€ o no me dejaba viajar. En la ida fui con la misma maleta de cabina pequeña y no la pagué.
337,Desconocido,Berlin,Barcelona,Europe,enero de 2025,5,"La verdad es que Vueling es mi compañía para prácticamente vuelos europeos siempre es la primera opción. Recalcar en especial énfasis en el piloto del vuelo, que hizo un trabajazo de 10 y con una comunicación excelente. La verdad que fue un vuelo muy tranquilo y con un aterrizaje que ni se noto apenas. De todos los vuelos que he tenido a lo largo de los años, nunca he tenido ningún problema con ellos."
338,Desconocido,Santiago de Compostela,Barcelona,Domestic,enero de 2025,1,Es una verguenza miren el estado de las maletas a la llegada a Ginebra. Despues de cobrarme 360€ por utilizar las maletas de easyJet de 45 x 36 x 20
339,Desconocido,Las Palmas de Gran Canaria,Barcelona,Domestic,enero de 2025,5,"TUVE UNA BAJADA DE TENSION, LIPOTIMIA Y EL PERSONAL DE LA TRIPULACION, ASÍ COMO 3 ENFERMERAS QUE VIAJABAN DE TURISTAS Y LA PERSONA QUE SE ENCONTRABA A MI LADO, FUERON UNOS ANGELES. TRATO PROFESIONAL, RÁPIDO Y HUMANO."
340,Desconocido,Alicante,Palma de Mallorca,Domestic,enero de 2025,1,Son unos ladrones con el tema maletas Llevar cuidado con la pagina web He visto como han cobrado 60 euros a media avión por maletas que son pequeñas y de mano Y haciendo que el vuelo salga más tarde Solo por ir cobrando maletas de mano a las personas Llegando tarde a mí destino Cuando en la web no especifica bien Para ella de mano es un bolso que puedes poner debajo de tu asiento Mucho cuidado Valen más las trabas que te ponen que el vuelo No tiene hojas de reclamaciones.....nada Juegan con las personas está compañía Desaconsejable totalmente al lado de otras de los cost
341,Desconocido,Lisbon,Bilbao,Europe,enero de 2025,1,"El vuelo lo contratamos en noviembre Elegimos un vuelo directo a la vuelta: 26 de abril Está semana nos han informado de que ese vuelo ya no existe. Solo nos ofertan un vuelo con conexión a un horario que no nos viene bien. No hemos recibido ninguna explicación satisfactoria de qué es lo que pasa. Las razones aducidas vía telefónica son de risa y vía online nos dan una respuesta standar que ni explica nada ni,desde luego, supone asumir alguna culpa y ofrecer alguna compensación. No es la primera vez que tenemos problemas con esta compañía y la sensación es siempre la misma: indefensión total. Es una injusticia. Ya es hora de que alguien intervenga y aplique una ley justa con todas estas compañías aéreas."
342,Desconocido,Tenerife,Granada,Domestic,enero de 2025,1,"Pido el importe mal cobrado por la compañía, me cobraron por un bulto de equipaje de mano que estaba dentro de las medidas de la compañía, mi pareja llevaba dicho bulto y yo mi bolso pequeño de mano. La contestación de la compañía es que yo llevaba los dos bultos, no siendo cierto, por lo cual cobraron los 60 €. Como usuaria de esta línea aérea, me siento desprotegida y sin derechos."
343,Desconocido,Barcelona,Amsterdam,Europe,enero de 2025,1,"Pesimo servicio, el tema de la maleta de mano ambiguo, en general muy mala la experiencia, en lo posible eviten volar con vueling"
344,Desconocido,Malaga,Barcelona,Domestic,enero de 2025,1,"Es lamentable cómo esta aerolínea trata a sus pasajeros. No hace falta realizar una descripción muy extensa sobre lo acontecido, con solo ver las fotografías alcanza para entender cómo han destrozado con ensañamiento mi maleta en el aeropuerto de Barcelona. Lo preocupante es la pésima y desinteresada atención que me ha brindado Vueling luego de este gran percance. En primera instancia, la persona que me tomó el reclamo en el aeropuerto de Barcelona me ha tratado de una manera incivilizada, un señor descortés que actuaba como si me estuviese haciendo un favor. Poniendo en duda la veracidad del estado de la maleta. Estaba como pasajero en tránsito, al otro día debía tomar un vuelo con destino a otro país (previamente nos comunicaron que pasaríamos la noche en Barcelona porque perdimos la conexión con el siguiente vuelo debido a un retraso exacerbado de VUELING) y no ""pudieron"" subsanar el gran error que cometieron restituyéndome una nueva maleta en ese momento. Luego de insistir durante horas vía telefónica, una señora con modales gentiles (me alegra haber conocido a alguien afable en la empresa) me gestionó el trámite para solicitar una compensación económica, ya que debía comprar una maleta de manera urgente (en cuestión de horas tenía mi próximo vuelo). Ante mi asombro, 48 h después me han depositado 50 euros. La maleta en cuestión, la que ha sido destratada y destrozada por la aerolínea VUELING tiene un costo de alrededor de 100 euros. El reintegro que me han hecho solo cubre la mitad del precio de la maleta que VUELING despedazó. Por supuesto, que ante mi nueva insistencia sobre la escasa compensación económica, no recibí respuesta alguna por parte de la empresa, solo indiferencia y la absurda explicación de que estos accidentes suceden con frecuencia en todos los aeropuertos. NUNCA VÍ UNA MALETA TAN DESTROZADA EN UN AEROPUERTO, LO DE VUELING ES DESHONROSO E INDIGNANTE. Adjunto al texto se pueden observar las fotografías del estado deplorable en el cual recibí la maleta, y un ""parte de irregularidad de equipaje"" que emite la empresa ante estos acontecimientos con los datos del incidente."
345,Desconocido,Barcelona,Palma de Mallorca,Domestic,enero de 2025,1,"He pagado con la aplicación e Dream premium además he pagado para boarding priority y al hacer cheek in en las pantallas de vueling self service me dieron una asiento al final del avión. Dónde deberían sentarse los del grupo 3. Aunque he entrado con los del grupo 2, ellos se han sentado en los asientos más cercanos de la entrada del avión. Tengo prisa en bajar porque tengo más compromisos por esto he pagado priority boarding y no para estar en el asiento 32 y saliendo casi la última y tardar más de lo que debería."
346,Desconocido,Barcelona,Vienna,Europe,enero de 2025,1,"Vueling no están entrenados para tratar con personas de asistencia , pude presenciar como encima le preguntan a la persona si está enferma ? Fuera de que tenía un perro de asistencia con todos sus papeles y certificados fueron hasta discriminados por ser una pareja hay y la perra de que siempre ha sido aceptada en airfrance,KLM etc denegada causa dole un ataque y teniéndose que ir a la clínica sagrada familia , está empresa es una vergüenza y sus empleados unos cómplices que hacen todo por sacarle dinero a las personas lo sabré yo que volaba ese día y pude ver todo ."
347,Desconocido,Barcelona,Malaga,Domestic,enero de 2025,1,"Vueling son unos aprovechados con las maletas. Aunque sean pequeñas y les demuestres que estan incluidas, solo que se exceda algunos cm (45x20x30 en lugar de 40x20x30) te van a cobrar 60€ x maleta/trayecto. Así que te puede costar más facturar las maletas (aún siendo de cabina) que el vuelo. Por si fuera poco, reclamas (proponiendo que sea compensando con saldo para volar) y extrañamente te dicen ""una pieza de equipaje debe ir delante del asiento delantero"" (precisamente el nuestro cabe) acabando con el famoso salvaguarda de ""se ajusta a nuestras políticas""."
348,Desconocido,Barcelona,Seville,Domestic,enero de 2025,1,"Son lo más rastreros k hay ,no volveré a coger esta compañía,me da igual si pago más ,ahora después de una sanción por no dejar subir maletas ,siguen igual ,nos tratan como memos ,"
349,Desconocido,Valencia,Paris,Europe,enero de 2025,1,Las encargadas del embarque me desaparecieron dos bolsos y además tuvieron un trato pésimo hacia mí y el familiar que iba a presentar la queja.
350,Desconocido,Santiago,Barcelona,International,enero de 2025,1,"Nota: SCQ-BCN Pago el 100% más para el ""bundle"" Fly Grande, y Grande es el Timo que te cuelan. Fly Grande permite cambios ilimitados pagando sólo la diferencia de precio del vuelo. Pero intento hacer un cambio y el sistema insiste en intentar clavarme 66 euros por el cambio. He hablado con tres agentes: 1) Milena. Reconoce que es un error y no debería pasar. Mande captura, lo hago. Espero en línea mientras habla con ""un supervisor."" Me cuelga. 2) Noe. Respuesta: ""Si eso es lo que le sale en pantalla, eso es lo que tiene que pagar."" Díganme si no es para partirle la cara. 3) MariCarmen. Mande captura otra vez. Efectivamente es un error, no debería cobrarle el cambio. Para colmo, si lo quiero hacer por teléfono sin pagar el cambio, la diferencia de tarifa no es la misma que me sale a mi en pantalla. La que me citan ellos, por supuesto, es mayor. Ver capturas."
351,Desconocido,Lanzarote,Barcelona,Domestic,enero de 2025,1,"La peor aerolínea de todas. Vuelo que cogemos, vuelo que se retrasa o se cancela. Un dolor de cabeza. Deberían reducir las esperas"
352,Desconocido,Madrid,Barcelona,Domestic,enero de 2025,5,"Llegué sin haber hecho el check in , salía de trabajar para irme de nuevo , super agobiada y encuentro en atención al cliente en Barajas a una maravillosa trabajadora , Isabel , con mucha paciencia y esmero ,me atendió, me dio mi tarjeta de embarque y su amabilidad me alegro el día tan cansado que llevo , la verdad , atención al cliente es un área difícil , y la verdad el trato de esta trabajadora es sobresaliente."
353,Desconocido,Alicante,Tenerife,Domestic,septiembre de 2024,4,Nunca había viajado con Vueling antes pero aún así todo fue bastante bien y volvería a viajar con ellos. El vuelo ni se retrasó ni hubo problemas con alguna cosa y si algún día llega a pasar tampoco me quejaría porque son cosas que pasan y tampoco soy alguien que le desearía de todo solo con un simple fallo. Los asientos estaban bien lo que claro yo mido 2 metros y llega un punto que me duelen las rodillas porque me aprietan en el asiento de delante pero eso no es algo tan negativo realmente. Por lo demás todo genial y os deseo lo mejor.
354,Desconocido,Malaga,Paris,Europe,noviembre de 2024,1,"Cancelaron el vuelo por tema climático, pero mi disgusto con la compañía va más haya de esa situación ya que la comprendo mi queja va en varias cuestiones, la primera las malas formas de atendernos ya que un compañero de la compañía de Iberia nos habló fatal tanto a mí marido como a mí cuando nosotros en ningún momentos tuvimos malas formas, luego nos engañaron ya que nos dijeron que por ese tipo de cancelación nos podían ofrecer dos soluciones una un vuelo 3 días después que como era lógico no lo queríamos ya que si lo aceptábamos ibamos a disfrutar de una sola mañana en nuestro destino y la otra solución era devolvernos el dinero de nuestro vuelo, todo esto lo debíamos solicitar mediante su página web y así lo hicimos... Una semana después recibí un correo diciendo que no nos correspondía compensación pero no nos hacía referencia sobre el dinero de los billetes, volví a enviar un correo reclamando ese dinero y a día de hoy sigo esperando respuesta... Ya no es por el dinero porque la verdad hablando de la compañía que hablamos no fue una gran cantidad es solo por el mal trato y la poca profesionalidad de una compañía de está nivel..."
355,Desconocido,Malaga,Madrid,Domestic,enero de 2025,2,"No llegue a viajar porque mientras hacia la reserva del vuelo en la página web de vueling no paraban de salir pantallas de publicidad ofreciendo extras para el vuelo, tenías que clicar aunque sea la opción de no aceptar para poder continuar con la reserva. Llegúe a la plataforma de pago, meto la targeta y acepto el pago en la plataforma del banco y en vez de salir la pantalla de confirmacion de reserva me sale que lo sienten que el vuelo ha cambiado de precio. Si estoy en proceso de reserva con el vuelo seleccionado y todo cómo es posible que no se me mantenga el precio mientras hago el proceso de compra. Son unos piratas y unos estafadores... No recomendable si hay otras aerolineas que cubran la misma línea son preferibles. Ni en Ryan air me ha pasado esto y eso que es una low cost que tiene también malas valoraciones pero al menos completas la reserva sin incidencias una vez que seleccionas el vuelo que quieres y comienzas a poner tus datos"
356,Desconocido,Alicante,Palma de Mallorca,Domestic,enero de 2025,1,"Suelo viajar mucho con Vueling ya que por motivos familiares desde hace más de dos años tengo que viajar más de dos veces al mes. Es lo más normal que existe algún retraso, pero lo que no es normal es lo que me sucedió el 19 de Diciembre. Nos llegó una hora antes de la salida del vuelo un correo indicando que el vuelo contaba con retraso y desde ese momento no se supo más, en la aplicación todo el tiempo se quedó en ""Vuelo programado"" y nadie nos informó de nada. Toda la información que pudimos obtener fue a través de las pantallas de AENA. Lo que se suponía un retraso fueron cerca de 5 horas en las que estuvimos tirados hasta casi las 2 de la madrugada. Cabe recalcar que fuimos el único vuelo que sufrimos l situación, por lo que no hubo ni problemas meteorológicos ni huelga de controladores ni nada similar. El piloto cuando subimos nos dió la primera explicación de la noche que no era ningún situación extraordinaria. La sorpresa vino cuando pongo la reclamación y me la deniegan por una situación extraordinaria amparándose en el artículo. He intentado ponerme en contacto con Vueling para que me den una contestación y es IMPOSIBLE. Todos los formularios con los que cuentan en la web están tan acotados que es imposible ponerse en contacto. Claro nada creado al azar, ya que obviamente está hecho para que la gente se conforme con la contestación y desista. Sinceramente, no me esperaba esto de una compañía como Vueling."
357,Desconocido,Paris,London,Europe,enero de 2025,2,"El vuelo de Londres a Paris fue excelente , pero el retorno Paris Londres fue realmente malo , el personal en tierra fue demasiado rudo , no respetó mi grupo número 1 de embarque , la chica que estaba haciendo el embarque solo se limitó a molestarme a mí y a mi familia que viajaba conmigo, dejó pasar a otros grupos sin prioridad de embarque antes que a mi , ella se veía de muy mal humor y estaba pagando su mal humor con los pasajeros , creo que nos deben respeto y de igual manera pagamos por un servicio de prioridad de embarque que no cumplieron y fuimos maltratados por esta señorita. La tripulación a bordo fue muy amable."
358,Desconocido,Paris,Barcelona,Europe,enero de 2025,1,"Perdí el vuelo, llegué a la puerta de embarque 20 minutos antes de la hora de despegar y practicamente cerraron la puerta en mi cara, los empleados de vueling no fueron cordiales y no me permitieron abordar porque son muy ""puntuales"" y simplemente me dieron la espalda, el avión estuvo varios minutos en el mismo lugar, facilmente hubiera podido entrar al avión. Luego de esto tuve que comprar el próximo vuelo, basante costoso, pero en este caso la ""puntualidad"" de la que tanto me hablaron para no dejarme subir a mi primer vuelo se esfumó, en este segundo vuelo era la hora del despegue y apenas empezaban a abordar los del primer grupo. Si yo llego justo a tiempo no me permiten abordar pero si la aerolinea tienen un retraso ni disculpas dan, ninguna frase ni explicación fué dada por los pilotos ni por las azafatas. El sistema de entregar el equipaje también es bastante lento, se supone que uno hace el check-in online para evitar hacer la fila, con vueling entregar el equipaje es mas lento que hacer la fila para el check-in, es mil veces mejor la facilidad y rapidez de Ryanair."
359,Desconocido,Bilbao,Alicante,Domestic,enero de 2025,1,"Viajo con frecuencia de Bilbao a Alicante y dado que esta ¿empresa? tiene prácticamente el monopolio de este vuelo no me queda mas remedio que tragar, con sus precios low cost de boquilla , pero mas caros que volar con las mejores, con varios vuelos a este destino desde Bilbao, pero misteriosamente todos excepto el de primera hora de la mañana vía Barcelona, por donde no me da la gana de ir en absoluto para al final tardar mas que en coche y pagar el triple. Que alegría sería que otra compañía tomase esta ruta para poder decirles adiós para siempre, cosa que espero ocurra pronto."
360,Desconocido,Bilbao,Alicante,Domestic,diciembre de 2024,2,"Siempre nos regalan alguna sorpresa , en este caso en el viaje de ida desde Bilbao y después de guardar las filas correspondientes, en este caso la 1 de embarque preferente, que non se para que sirven, nos bajan a una sala donde al cabo de un rato llega un autobús , se llena pero sigue parado, viene otro y curiosamente arranca antes que el nuestro hacia el avión, llegamos al final de la plataforma de espera, esta diluviando, el segundo autobús descarga sus pasajeros que comienzan al embarcar , nosotros esperando a que nos abran la puerta, el chofer ha desaparecido y al final nos abre el otro conductor, sigue diluviando y la cola en la única escalera de acceso esta colapsada , con una mojadura de miedo por fin llegamos a nuestros asientos en la fila 1 y vemos que no podemos dejar el equipaje de mano porque no hay espacio para ello, es una costumbre que cuando no se respetan los turnos de embarque pasajeros caraduras de las últimas filas dejen su efectos nada mas entrar en el avión para evitarse recorrer el pasillo con ellos con el visto bueno del personal de a bordo, al final la amable auxiliar nos hace hueco un poco mas atrás y nos coloca nuestro equipaje que antes de desembarcar amablemente nos volvió a traer. El vuelo de vuelta fue también genial, llamada para colocarnos en las filas correspondientes y media hora de pie esperando a pasar, luego nos enteramos de que había retraso, cosa que nadie nos avisó, otro cuarto de hora antes de acceder al finger, había una puerta cerrada y nadie dio explicaciones. Por fin despegue y aviso del amable comandante de que salíamos con retraso por motivos de viento sur y turbulencias en Bilbao, vuelo rápido y aterrizaje movido pero perfecto efectuado por un buen profesional."
361,Desconocido,Barcelona,Milan,Europe,enero de 2025,1,Estamos ponendo una denuncia a nivel internacional por estafa de parte de Vueling. Cuando añades una maleta a un vuelo ya reservado te aparece un importe que al final cuando lo cargan en la tarjeta es mayor. Esa ya es la segunda vez. La primera vez me pasó hace mes; estuvimos escribiendo a Vueling y nunca nos contestaron. Ahora denunciaremos todos a Aena y a las autoridades internacionales porqué es un ROBO. Atención a los de más y si ha pasado a otros podemos poner una class action. Silvano
362,Desconocido,Granada,Barcelona,Domestic,enero de 2025,2,"No he podido cancelar mi vuelo porque me decían que tenía que hacerlo con el seguro contratado, pero en el seguro me decían que tenían que hacerlo desde Vueling. Total que nadie se ha hecho cargo y he perdido mi dinero sin poder usar el vuelo si quiera."
363,Desconocido,Barcelona,London,Europe,enero de 2025,1,Peor aerolínea. En los últimos 6 meses he tenido dos vuelos en los que se ha estropeado el avión y he tenido que desembarcar para volver a embarcar. Comunicación por parte del personal nula. La gente tenía que traducir todo a aquellos que no entendían el español y encima nos han hecho pasar el control de seguridad por segunda vez haciendo colas de 30/45 min. HORRIBLE.
364,Desconocido,Bilbao,Porto,Europe,enero de 2025,1,"La peor aerolínea del mundo, engañosa y pésima atención al cliente. Me compre unas maletas especiales de la media 40x20x30 para viajar como equipaje de mano con mis niños pequeños, siempre viaje sin problemas y nunca me pusieron pegas. Ayer en mi vuelo Bilbao-Oporto me tocaron una personas muy desagradables que me hicieron pagar 60€ por cada maleta de las medidas que anuncia la compañía y por las cuales nunca me pusieron pegas. Entraba sin proble y no sobre salía un asa, lo cual permite perfectamente colocarla debajo del asiento que es lo que piden y correspondía con las medias. Me tocó un chico súper desagradable que nos trató fatal y se burlaron de nosotros con tono prepotente y de superioridad delante de mis hijos casi hasta llorando. Lamentable!"
365,Desconocido,Barcelona,Santa Cruz de la Palma,Domestic,enero de 2025,1,"Tengo segunda residencia en la isla de la Palma y el único vuelo que sale una vez a la semana lo tiene Vueling. Estos vuelos salen mucho mas caros que si te vas a Alemania y luego a La Palma, pagando dos aviones (excepto en invierno que no sean navidades). Ahora, además, solo sale al a las 6.15 AM. Así que he decido que no volveré a volar Vueling por el maltrato a los ciudadanos palmeros y a aquellos que nos desplazamos con cierta regularidad por ocio o por trabajo. La verdad es que os odio bastante. Lo que no entiendo es porqué os llamáis LOWCOST, si en muchas ocasiones me cuesta mas barato volar al sudeste asiático, a Usa o la Republica Dominicana que a la isla de la Palma, 2.500 kms desde Barcelona."
366,Desconocido,Barcelona,Munich,Europe,enero de 2025,1,"Reservé un vuelo con vueling, me solicitaron que aceptara un cambio en el vuelo lo que no vi porque aparece en tamaño minúsculo es que cambiaron también la fecha, acepté el nuevo horario. Ahora veo el cambio de la fecha del vuelo al día siguiente, día en el que no puedo viajar. No me permiten realizar modificaciones en el vuelo a pesar de que el error de ofertar unos vuelos que no pueden asumir haya sido suyo, ME OBLIGAN A PAGAR POR UN NUEVO VUELO. Son unos sinvergüenzas. De verdad, evitad usar esta compañía."
367,Desconocido,Las Palmas de Gran Canaria,Rome,Europe,diciembre de 2024,5,"El 31 de diciembre viajaba a Roma vía Barcelona con Vueling. Ni que decir tiene que es una de las peores compañías de bajo coste en las que he viajado. Llevo intentando solucionar un problema con el registro de mi nombre en la App pero ha sido imposible lograrlo incluso después de haberlo solicitado por escrito y hablado con varios operadores por teléfono. Ello me causa un problema serio y es que me es imposible hacer el check in online. Ya lo he dado por imposible debido a la más que demostrada incompetencia de esta aerolínea. Por ello acudí el pasado 31 de diciembre a las 5:30 h al mostrador de facturación de Vueling en Las Palmas de Gran Canaria, llevándome una grata y enorme sorpresa al ser atendido por un señor llamado Yeray que pese a mi actitud muy nerviosa y algo borde (normalmente el personal que me ha atendido suele ser poco amable y dispuesto a ayudar en problemas) tuvo la enorme amabilidad, paciencia y buen humor hacia mi persona, escuchando el problema de check in online y solucionándomelo, haciendo la facturación de todos los vuelos, incluido los de regreso a Canarias desde Roma, imprimiendo todas las tarjetas de embarque y seleccionando Buenos asientos en todos los trayectos. Lo cierto es que le agradezco enormemente a Yeray el trato amable y tan profesional que me dispensó. Si Vueling tuviera más personal como Yeray, seguramente sería una mejor aerolínea."
368,Desconocido,Ibiza,Barcelona,Domestic,diciembre de 2024,1,"La peor aerolínea del mundo. Página web que induce la error para que pagues de más. Horrible con niños, no respetan nada."
369,Desconocido,Barcelona,Tenerife,Domestic,diciembre de 2024,2,Pésimo vuelo por tema de limpieza medio avión de pasajeros estornudando y con irritación por culpa de la falta de higiene . 3 horas 20 minutos interminables una pesadilla.
370,Desconocido,Alicante,Barcelona,Domestic,enero de 2025,2,"Recientemente he coincidido con una azafata en tierra, en la puerta C39 hoy en el aeropuerto de Elche. Se ha dirigido a mí y a mi madre mayor de una manera muy hostil, zafia y con muy poca educación. No me he fijado bien en su nombre pero es rubia, de mediana estatura. Soy pasajera habitual, me han medido la bolsa porque ella “auguraba” que no cabía, obviamente no ha sido así. Es una vergüenza el desprecio con el que nos ha tratado, lo mínimo que pedimos es educación ya que todos los viajes no son de ocio y no saben las circunstancias de cada uno…. EMPATÍA. No deberían trabajar cara al público personas así, días malos tenemos todos pero la educación es lo primero. Gracias y disculpad todos los demás que en el viaje habéis sido geniales."
371,Desconocido,Las Palmas de Gran Canaria,Madrid,Domestic,diciembre de 2024,1,"Iba con mis dos hijos con maletas de cabina con medida estándar (55x40x20) y nos cobraron 60 euros por maleta de cabina, en total 180 euros, nos costó más que el billete. Las maletas fueron en cabina. Un abuso total, desproporcionado y no puedes hacer nada- o pagas o te dejan en tierra. Te tratan mucho peor que cualquier otra low cost."
372,Desconocido,London,Santiago de Compostela,Europe,diciembre de 2024,1,"cancelacion 28 /12, , cancelo el vuelo ese mismo dia y nada , tengo que llamar a un 902 para que me reembolsen, aun asi me tienen 8 minutos nunca funcionan bien los sistemas"
373,Desconocido,Barcelona,Nice,Europe,octubre de 2024,1,"Tuve una experiencia muy decepcionante con Vueling. Además de un trato poco profesional por parte del personal, me cobraron 60 euros de forma indebida por un equipaje que cumplía con las condiciones establecidas y la compra de dos prendas en el aeropuerto de Barcelona. Intenté aclarar la situación, pero la atención al cliente fue pésima y no ofrecieron ninguna solución razonable. Es inaceptable que una aerolínea de esta categoría abuse de los pasajeros con este tipo de prácticas. Si estás planeando viajar, piénsalo dos veces antes de elegir Vueling. Merecemos un servicio más honesto y respetuoso como clientes. Ni volveré a viajar con vosotros ni siquiera se lo recomiendo a mi peor enemigo esta compañía."
374,Desconocido,Alicante,Las Palmas de Gran Canaria,Domestic,diciembre de 2024,1,"Habiéndome adjudicado el asiento 16 F por viajar con mascota, en el vuelo VY 3200, destino GC, solicito en facturación me faciliten una fila, en dónde pueda colocar el transportín en el asiento contiguo, ya que el perro es muy pequeño y asustadizo, y según la ley de bienestar animal, hay que garantizar en todo momento que vaya confortable. Me reordenaron en la fila 32F, ya que la mascota tiene que ir por ventanilla. Resulta que en esta fila no hay dicha ventanilla, y después de llevar el transportín a mi lado, y a falta de media hora para la llegada, una azafata mal encarada, me obliga a bajarlo al suelo. Le intento explicar que me lo facilitaron en facturación, y sin dejarme hablar, y repitiendo continuamente la misma frase, lo he bajado por evitar un mayor conflicto. Quiero expresar mi inconformidad con esta absurda norma, que ya no solo es que el billete de la mascota sale el doble de caro, sino que encima tenga que ir en el suelo como si fuera un objeto, y sin la menor contemplación por parte de las auxiliares de cabina.Despues de tres horas, mi perro, un pequeño chiwawa de dos kilos, llegó exhausto y con el pelaje empapado, ya que el suelo despedía mucho calor. No entiendo que en la ida a Alicante se me permitiera llevarlo al lado, para ponerle el aire, y fuera más confortable, y sin embargo a la vuelta, y por culpa de una azafata mal aspectada, no pudiera hacerlo. Mejor que se coordinen, los auxiliares prepotentes del avión con los de facturación, que en todo momento han sido muy respetuosos con mi mascota, para evitar que seamos molestados los usuarios de una manera tan absurda."
